item_name,brand_id,trandate,qty,amount,subsidiary_id,sales_order_type_id
BC.HTA.06.740.11300.K,277,2018-07-30,1.00000000,,2,
BCHTA074011001B,277,2018-07-30,1.00000000,274,2,
HTA.06.740.80700B,277,2018-07-30,1.00000000,179,2,
GPT.06.564.15000.B,277,2018-07-30,1.00000000,151,2,
EMA.00.107.11800,277,2018-07-30,1.00000000,12,2,
HTA.22.577.10003,277,2018-07-30,1.00000000,65,2,
MRA.4025066158898,221,2018-07-30,1.00000000,68,2,
LEH.00.039.22000.20.B,277,2018-07-30,1.00000000,48,2,
MRA.07.026.R.8,221,2018-07-30,1.00000000,77,2,
SVL.06.501.11000.B,277,2018-07-30,1.00000000,74,2,
ALK.EVO.38TD.S,277,2018-07-30,1.00000000,,2,
BCK.ALK.165.15000,277,2018-07-30,1.00000000,47,2,
ALK.00.165.16502,277,2018-07-30,1.00000000,13,2,
GPT.00.152.400,277,2018-07-30,1.00000000,45,2,
HPS.08.473.10000,277,2018-07-30,1.00000000,220,2,
BPS.07.175.10102.S,277,2018-07-30,1.00000000,45,2,
SCT.07.174.10600.S,277,2018-07-30,1.00000000,45,2,
HEX.GS911wifi,179,2018-07-30,1.00000000,392,2,
MRA.08.070.VT.1,221,2018-07-30,1.00000000,180,2,
GPT.07.782.18000.B,277,2018-07-30,1.00000000,59,2,
SBL0187710000B,277,2018-07-30,1.00000000,164,2,
FSC.07.558.10000,277,2018-07-30,1.00000000,193,2,
FSC.00.127.10000.S,277,2018-07-30,1.00000000,15,2,
STP.11.176.10200.B,277,2018-07-30,1.00000000,89,2,
TRT.00.640.20001,277,2018-07-30,1.00000000,9,2,
BCTRS0010420002,277,2018-07-30,1.00000000,209,2,
TRT.00.640.30300B,277,2018-07-30,1.00000000,46,2,
MRA.XCA.0,221,2018-07-30,1.00000000,182,3,
BC.HTA.00.305.1000,277,2018-07-30,1.00000000,233,3,
LEH.11.039.10000.S,277,2018-07-30,1.00000000,80,3,
BCK.ALK.165.15000,277,2018-07-30,1.00000000,40,3,
BCK.ALK.165.10000,277,2018-07-30,2.00000000,88,3,
SBL.07.573.10000.B,277,2018-07-30,1.00000000,224,3,
BCHTA0030610001,277,2018-07-30,1.00000000,168,2,
EMA.00.107.12100,277,2018-07-30,1.00000000,23,2,
EMA.00.107.12200,277,2018-07-30,1.00000000,53,2,
GPS.05.646.10200.B,277,2018-07-30,1.00000000,89,2,
MRA.VNB.1,221,2018-07-30,1.00000000,127,2,
MRA.VNB.1,221,2018-07-30,1.00000000,127,2,
MRA.4025066151783,221,2018-07-30,1.00000000,117,2,
STS.07.102.10301,277,2018-07-30,1.00000000,38,2,
BC.TRS.00.108.2002,277,2018-07-30,1.00000000,144,2,
MRA.4025066158829,221,2018-07-30,1.00000000,166,2,
MRA.4025066159383,221,2018-07-30,1.00000000,108,2,
GPT0488215000B,277,2018-07-30,1.00000000,208,2,
BC.TRS.00.110.20002,277,2018-07-30,1.00000000,102,2,
HPS.01.622.10000.B,277,2018-07-30,1.00000000,194,2,
LEH.11.039.10000.S,277,2018-07-30,2.00000000,147,2,
BCK.ALK.165.10000,277,2018-07-30,2.00000000,68,2,
LEH.00.039.23000.S,277,2018-07-30,1.00000000,112,2,
NSW0487310000.B,277,2018-07-30,1.00000000,0,2,
HTA.00.152.080,277,2018-07-30,6.00000000,26,2,
HTA.00.152.081,277,2018-07-30,2.00000000,8,2,
SC.ST.06.020.01.6912.088,277,2018-07-30,2.00000000,5,2,
SC.00.08.020.02.7991,277,2018-07-30,1.00000000,1,2,
US.00.105.01.9021,277,2018-07-30,1.00000000,1,2,
DB.00.18.105.025.01,277,2018-07-30,1.00000000,3,2,
BC.ZUB.00.027.30000,277,2018-07-30,1.00000000,17,2,
ZFD.00.150.003/ST,277,2018-07-30,1.00000000,0,2,
MSS.07.560.003,277,2018-07-30,1.00000000,24,2,
KFT.05.765.001,277,2018-07-30,1.00000000,64,2,
KFT.00.064.001/1,277,2018-07-30,1.00000000,11,2,
KFT.05.765.005,277,2018-07-30,2.00000000,31,2,
KFT.00.061.001,277,2018-07-30,1.00000000,14,2,
STP0662710001B,277,2018-07-30,1.00000000,170,2,
STS.04.216.001/4,277,2018-07-30,1.00000000,6,2,
KTS.05.670.10000,277,2018-07-30,1.00000000,119,2,
SBL.07.405.003-03,277,2018-07-30,1.00000000,37,2,
SBL.07.405.005,277,2018-07-30,1.00000000,41,2,
SBL1188410000B,277,2018-07-30,1.00000000,167,2,
WFF.00.138.100,277,2018-07-30,1.00000000,24,2,
MRA.HK,221,2018-07-30,1.00000000,36,2,
TRT.00.475.16000.B,277,2018-07-30,1.00000000,22,2,
KFT.04.262.200,277,2018-07-30,1.00000000,342,2,
ALK.00.733.15000.B,277,2018-07-30,1.00000000,527,2,
GPT.04.256.20003.B,277,2018-07-30,1.00000000,119,2,
GPT.00.152.20100.B,277,2018-07-30,1.00000000,22,2,
GPS.00.646.10500.B,277,2018-07-30,1.00000000,89,2,
ALK.00.80600.B,277,2018-07-30,1.00000000,,2,
QLS.00.046.10100.B,277,2018-07-30,1.00000000,66,2,
ALK.00.733.15000.B,277,2018-07-30,1.00000000,517,2,
ALK.00.733.11000R.B,277,2018-07-30,1.00000000,490,2,
GPT.00.152.20100.B,277,2018-07-30,1.00000000,22,2,
ALK.00.733.10000L.B,277,2018-07-30,1.00000000,510,2,
KFT.00.152.200,277,2018-07-30,1.00000000,29,2,
ALK.00.165.16302,277,2018-07-30,1.00000000,31,2,
KFT.07.664.20000.B,277,2018-07-30,1.00000000,398,2,
GPT0778219000B,277,2018-07-30,1.00000000,256,2,
ALK.00.732.10000,277,2018-07-30,1.00000000,109,2,
STS.07.102.10400.B,277,2018-07-30,1.00000000,73,2,
ALK.00.732.10100,277,2018-07-30,1.00000000,73,2,
LEH.07.039118.30.S,277,2018-07-30,1.00000000,59,2,
HEX.ezCAN,179,2018-07-30,2.00000000,237,2,
HEX.ezCAN-F800,179,2018-07-30,1.00000000,130,2,
HEX.GS911wifi,179,2018-07-30,1.00000000,279,2,
MRA.XCC,221,2018-07-30,1.00000000,0,2,
BCHTA0040210200L,277,2018-07-30,1.00000000,179,2,
BCHTA0040210200R,277,2018-07-30,1.00000000,179,2,
SBL.11.249.10000.B,277,2018-07-30,1.00000000,125,2,
HPS.05.764.10000.B,277,2018-07-30,1.00000000,193,2,
MRA.01.066.O.0,221,2018-07-30,1.00000000,105,2,
MRA.4025066155934,221,2018-07-30,1.00000000,117,2,
MRA.4025066156733,221,2018-07-30,2.00000000,175,2,
MRA.07.005.T.1,221,2018-07-30,1.00000000,119,2,
MRA.4025066156955,221,2018-07-30,1.00000000,94,2,
MRA.4025066149223,221,2018-07-30,1.00000000,94,2,
MRA.4025066157983,221,2018-07-30,1.00000000,166,2,
MRA.06.066.VT.1,221,2018-07-30,1.00000000,205,2,
MRA.01.053.V.1,221,2018-07-30,1.00000000,222,2,
MRA.07.026.R.0,221,2018-07-30,1.00000000,77,2,
MRA.07.026.T.1,221,2018-07-30,2.00000000,155,2,
MRA.4025066158829,221,2018-07-30,5.00000000,539,2,
MRA.4025066152025,221,2018-07-30,1.00000000,144,2,
ALK.00.70400.S,277,2018-07-31,1.00000000,562,2,
ALK.00.165.16502,277,2018-07-31,1.00000000,,2,
ALK.00.733.15000.S,277,2018-07-31,1.00000000,,2,
GPT.00.152.20100.B,277,2018-07-31,1.00000000,,2,
GPT.01.622.20000.B,277,2018-07-31,1.00000000,119,2,
SBL.07.592.10000.B,277,2018-07-31,1.00000000,164,2,
HTA.11.667.20000,277,2018-07-31,1.00000000,,2,
BC.HTA.00.401.10100L,277,2018-07-31,1.00000000,252,2,
BC.HTA.00.401.10100R,277,2018-07-31,1.00000000,252,2,
HTA.11.667.11000,277,2018-07-31,1.00000000,100,2,
SBL.07.788.10001B,277,2018-07-31,1.00000000,267,2,
MRA.XCA.0,221,2018-07-31,1.00000000,118,2,
HPS0887510000B,277,2018-07-31,1.00000000,163,2,
SBL.07.783.10001B,277,2018-07-31,1.00000000,294,2,
MRA.23.035.R.1,221,2018-07-31,1.00000000,99,2,
FRS.11.011.10201.K,277,2018-07-31,1.00000000,,2,
FRS.00.011.10000.S,277,2018-07-31,1.00000000,50,2,
FRS.11.011.80201.S,277,2018-07-31,1.00000000,48,2,
HEX.ezCAN-R1200,179,2018-07-31,1.00000000,185,2,
BCTRE0010820001,277,2018-07-31,1.00000000,260,2,
TRT.00.640.16000.B,277,2018-07-31,1.00000000,45,2,
KFS0000110000B,277,2018-07-31,1.00000000,104,2,
MRA.07.006.T.1,221,2018-07-31,1.00000000,119,2,
GPT.08.365.20001.B,277,2018-07-31,1.00000000,100,2,
MRA.05.056.T.0,221,2018-07-31,1.00000000,119,2,
STS.04.216.101,277,2018-07-31,1.00000000,176,3,
HTA.00.740.520,277,2018-07-31,1.00000000,0,3,
LEH.11.039.10201.S,277,2018-07-31,1.00000000,72,3,
MRA.XCA.S.0,221,2018-07-31,1.00000000,160,3,
MSS.05.296.10001.B,277,2018-07-31,1.00000000,193,2,
BC.TRS.00.202.1000,277,2018-07-31,1.00000000,124,2,
BCTRS0010420002,277,2018-07-31,1.00000000,136,2,
BC.WPB.00.018.10000,277,2018-07-31,1.00000000,52,2,
KFT0433330000B,277,2018-07-31,1.00000000,384,2,
BC.WPB.00.020.10000,277,2018-07-31,1.00000000,87,2,
KFT.01.826.20000.B,277,2018-07-31,1.00000000,213,2,
FRM.01.824.10000,277,2018-07-31,1.00000000,52,2,
KFT.00.152.20500.B,277,2018-07-31,1.00000000,30,2,
SBL0443010000.B,277,2018-07-31,1.00000000,147,2,
HEX.ezCAN,179,2018-07-31,1.00000000,169,2,
GPT.05.576.15000.B,277,2018-07-31,1.00000000,238,2,
SBL.06.162.10000.B,277,2018-07-31,1.00000000,310,3,
LEH.11.039.10000.S,277,2018-07-31,1.00000000,80,3,
TRT.00.475.12200.B,277,2018-07-31,1.00000000,24,2,
TRT0064020601B,277,2018-07-31,1.00000000,50,2,
BC.WPB.001.10001,277,2018-07-31,1.00000000,115,2,
MRA.01.078.T.1,221,2018-07-31,1.00000000,144,2,
GPS.04.588.10000.B,277,2018-07-31,1.00000000,58,2,
LEH.00.039.22000.30.B,277,2018-07-31,1.00000000,48,2,
HTA.11.740.80602.B,277,2018-07-31,1.00000000,116,2,
MRA.4025066154203,221,2018-07-31,1.00000000,160,3,
STS.07.102.10301,277,2018-07-31,1.00000000,64,3,
HTA.22.577.11003,277,2018-07-31,1.00000000,65,2,
MSS.05.123.100,277,2018-07-31,1.00000000,117,3,
SBL.08.297.10002,277,2018-08-01,1.00000000,270,2,
MSS.08.469.10001.B,277,2018-08-01,1.00000000,204,2,
BCK.GPS.00.010.100,277,2018-07-31,1.00000000,45,2,
TRT.00.640.12000.B,277,2018-07-31,1.00000000,45,2,
BCTRE0010420001,277,2018-07-31,1.00000000,335,2,
BC.TRS.00.150.1000,277,2018-07-31,1.00000000,40,2,
HTA.06.740.11100.K,277,2018-08-01,1.00000000,,2,
HTA.06.740.81100.B,277,2018-08-01,1.00000000,179,2,
BCHTA074011001B,277,2018-08-01,1.00000000,274,2,
MSS.07.781.10000.B,277,2018-08-01,1.00000000,193,2,
HPR.00.220.22900.B,277,2018-08-01,1.00000000,125,2,
MSS.01.622.10002.S,277,2018-08-01,2.00000000,489,2,
BC.TRS.00.401.10000,277,2018-08-01,1.00000000,105,2,
SBL0887510000B,277,2018-08-01,1.00000000,145,2,
MRA.4025066155866,221,2018-08-01,1.00000000,77,2,
SBL.07.556.10000.B,277,2018-08-01,1.00000000,193,2,
BCTRS0010320002,277,2018-08-01,1.00000000,153,2,
TRT.00.640.12602B,277,2018-08-01,1.00000000,27,2,
KFT.05.765.20000.B,277,2018-07-31,1.00000000,370,2,
FRS.05.011.10000.S,277,2018-07-31,1.00000000,,2,
FRS.00.011.10000.S,277,2018-07-31,1.00000000,60,2,
FRS.05.011.80000.S,277,2018-07-31,1.00000000,58,2,
GPT.04.439.20003.B,277,2018-07-31,1.00000000,172,2,
GPA.00.804.10000.B,277,2018-07-31,1.00000000,54,2,
MRA.XCA.0,221,2018-08-01,1.00000000,135,2,
KFT.00.152.100,277,2018-07-31,1.00000000,32,3,
BKL.00.023.10000,277,2018-07-31,1.00000000,9,3,
BC.WPB.00.012.20000,277,2018-08-01,1.00000000,88,3,
ALK0016510001RB,277,2018-08-01,1.00000000,480,3,
BC.ALK.00.732.10000.B,277,2018-08-01,2.00000000,160,3,
ALK0016510001LB,277,2018-08-01,1.00000000,480,3,
ALK.00.165.16402,277,2018-08-01,1.00000000,24,3,
GPS.00.646.20900.B,277,2018-08-01,1.00000000,76,3,
KFT1174830000B,277,2018-08-01,1.00000000,358,3,
MSS0138110001B,277,2018-08-01,1.00000000,194,2,
MRA.07.026.T.1,221,2018-08-01,1.00000000,119,2,
STP0517610400B,277,2018-08-01,1.00000000,58,2,
STP0517610500B,277,2018-08-01,1.00000000,58,2,
EMA.00.107.10200,277,2018-08-01,1.00000000,38,2,
BCTRS0010720002,277,2018-08-01,1.00000000,110,2,
HEX.ezCAN,179,2018-08-01,1.00000000,118,2,
BC.TRS.00.110.20002,277,2018-08-01,1.00000000,68,2,
BCTRS0010720002,277,2018-08-01,1.00000000,110,2,
TRT.00.640.11001.B,277,2018-08-01,1.00000000,29,2,
KFT0162230100B,277,2018-08-01,1.00000000,372,2,
KFT.00.152.35900,277,2018-08-01,1.00000000,45,2,
GPT.00.152.20400.B,277,2018-08-01,1.00000000,37,2,
SBL.01.622.10002.B,277,2018-08-01,1.00000000,313,2,
MRA.XCC.0,221,2018-08-01,1.00000000,,2,
MRA.XCC,221,2018-08-01,1.00000000,28,2,
MRA.XCA.0,221,2018-08-01,1.00000000,135,2,
HPS.01.622.10000.B,277,2018-08-01,1.00000000,298,2,
MRA.4025066156702,221,2018-08-01,1.00000000,77,2,
HPS.08.473.10000,277,2018-08-01,4.00000000,572,2,
HPS.08.473.10100.B,277,2018-08-01,2.00000000,39,2,
HTA.08.855.200.K_KIT,277,2018-08-01,1.00000000,227,3,
HTA.08.855.10000,277,2018-08-01,1.00000000,,3,
HTA.08.855.11000,277,2018-08-01,1.00000000,,3,
HPR.00.220.22300.B,277,2018-08-01,1.00000000,208,3,
HPR.00.220.30100.B,277,2018-08-01,1.00000000,32,3,
CAM.23.12S.10-1BP,277,2018-08-01,8.00000000,16,3,
MSS.06.150.10001S,277,2018-08-01,1.00000000,350,3,
GPS0887510000B,277,2018-08-01,1.00000000,96,3,
GPT0137316000B,277,2018-08-01,1.00000000,266,3,
GPT0015254500B,277,2018-08-01,1.00000000,99,3,
ALK.00.733.11000R.B,277,2018-08-01,1.00000000,504,3,
ALK.00.733.10000L.B,277,2018-08-01,1.00000000,518,3,
ALK.00.165.16402,277,2018-08-01,1.00000000,22,3,
KFT.00.152.10900.S,277,2018-08-01,1.00000000,158,3,
HPS.08.473.10000,277,2018-08-01,1.00000000,143,2,
SBL.22.142.10000.B,277,2018-08-01,1.00000000,174,2,
BCTRS0010120002,277,2018-08-01,1.00000000,174,2,
GPT.08.406.20001.B,277,2018-08-01,1.00000000,57,2,
BCTRS0010320002,277,2018-08-01,1.00000000,153,2,
TRT.00.640.12602B,277,2018-08-01,1.00000000,27,2,
KFT0189030000B,277,2018-08-01,1.00000000,221,2,
BC.WPB.00.019.10000,277,2018-08-01,1.00000000,30,3,
MRA.4025066156733,221,2018-08-01,2.00000000,237,3,
GPT1174719000B,277,2018-08-01,1.00000000,177,3,
FRS.11.112.10102.K_KIT,277,2018-08-01,1.00000000,198,3,
FRS.00.112.10000,277,2018-08-01,1.00000000,,3,
FRS.11.112.80102.S,277,2018-08-01,1.00000000,,3,
BC.WPB.00.003.1000,277,2018-08-01,1.00000000,104,3,
HTA.17.595.10000,277,2018-08-01,1.00000000,83,2,
HTA.17.595.11000,277,2018-08-01,1.00000000,83,2,
BC.HTA.00.402.K.2,277,2018-08-01,1.00000000,,2,
BC.HTA.00.402.10100R,277,2018-08-01,1.00000000,222,2,
BC.HTA.00.402.10100L,277,2018-08-01,1.00000000,222,2,
SBL.08.274.100,277,2018-08-01,1.00000000,140,2,
TRT.00.640.10200.B,277,2018-08-01,1.00000000,67,2,
HEX.ezCAN,179,2018-08-01,1.00000000,169,2,
ALK.00.165.16502,277,2018-06-12,1.00000000,13,2,
BC.WPB.008.10000,277,2018-08-02,1.00000000,58,2,
KFT0162230100B,277,2018-08-02,1.00000000,242,2,
HPS.01.622.10000.B,277,2018-08-02,1.00000000,194,2,
GPT.01.622.20000.B,277,2018-08-02,1.00000000,77,2,
KFT.06.145.20002.B,277,2018-08-02,1.00000000,242,2,
GPT.06.148.20005.B,277,2018-08-02,1.00000000,122,2,
GPT0778219000B,277,2018-08-02,1.00000000,179,2,
GPT0015235100B,277,2018-08-02,1.00000000,23,2,
HPS.01.622.10000.B,277,2018-08-02,2.00000000,387,2,
TRT.00.640.30001B,277,2018-08-02,1.00000000,89,2,
SBL.07.870.10000.B,277,2018-08-02,1.00000000,167,2,
SBL.07.783.10001B,277,2018-08-02,1.00000000,213,2,
SBL.07.512.10100,277,2018-08-02,1.00000000,485,2,
BC.TRS.07.512.10000,277,2018-08-02,1.00000000,118,2,
BC.TRS.00.403.10000,277,2018-08-02,1.00000000,42,2,
BPS.07.175.10200.GD,277,2018-08-02,2.00000000,90,2,
RAD.07.737.10200.GD,277,2018-08-02,1.00000000,73,2,
STP.07.176.10800.B,277,2018-08-02,1.00000000,94,2,
SBL0187710000B,277,2018-08-02,1.00000000,107,2,
MSS.08.469.10001.S,277,2018-08-02,1.00000000,125,2,
GPT.08.518.20000.B,277,2018-08-02,1.00000000,116,2,
HPS0189010000B,277,2018-08-02,0E-8,0,2,
SCT.05.174.10000S,277,2018-08-02,1.00000000,45,2,
MSS0162210101S,277,2018-08-02,0E-8,-21,2,
GPT.01.825.20001.B,277,2018-08-02,1.00000000,158,2,
4025066161102,221,2018-08-02,1.00000000,160,3,
HEX.GS911wifiOBD2,179,2018-08-02,1.00000000,500,3,
HEX.GS911USBOBD2,179,2018-08-02,1.00000000,380,3,
BCTRE0010720001,277,2018-08-02,1.00000000,313,3,
TRT.00.640.12602B,277,2018-08-02,1.00000000,48,3,
SCT.08.174.10000,277,2018-08-02,1.00000000,29,2,
ALK.00.165.16402,277,2018-08-02,1.00000000,24,2,
CAM.00.KFT,277,2018-08-02,3.00000000,30,2,
MRA.4025066158720,221,2018-08-02,1.00000000,160,3,
BC.ZUB.00.066.30000,277,2018-08-02,1.00000000,0,2,
BC.TRS.00.401.10100,277,2018-08-02,1.00000000,83,2,
BCTRS0010420002,277,2018-08-02,1.00000000,136,2,
TRT.00.640.12602B,277,2018-08-02,1.00000000,27,2,
GPT.05.758.20003.B,277,2018-08-02,1.00000000,87,2,
GPT.04.439.100.B,277,2018-08-02,1.00000000,122,2,
MRA.VFVT.1,221,2018-08-02,1.00000000,187,2,
MRA.HKSD,221,2018-08-02,1.00000000,56,2,
GPS.07.447.10100.S,277,2018-08-02,1.00000000,96,3,
GPS.00.085.10000.B,277,2018-08-02,1.00000000,11,3,
ALK.00.70000.S,277,2018-08-02,1.00000000,,2,
ALK.00.165.16402,277,2018-08-02,1.00000000,16,2,
ALK.00.733.11000R.S,277,2018-08-02,1.00000000,312,2,
KFT.00.152.200,277,2018-08-02,1.00000000,19,2,
ALK.00.733.11000L.S,277,2018-08-02,1.00000000,312,2,
QLS.00.046.10100.B,277,2018-08-02,1.00000000,44,2,
KFT.07.592.20001.B,277,2018-08-02,1.00000000,232,2,
HPS.05.764.10000.B,277,2018-08-02,1.00000000,0,2,
WFF.00.138.100,277,2018-08-02,1.00000000,0,2,
SVL.00.505.10600.B,277,2018-08-02,1.00000000,72,2,
BCK.ALK.165.10000,277,2018-08-02,2.00000000,80,2,
TRT.00.475.30001B,277,2018-08-02,1.00000000,74,2,
MSS0786210000S,277,2018-08-02,0E-8,0,3,
STS.07.862.10000,277,2018-08-02,1.00000000,59,3,
NSW0189010000B,277,2018-08-03,2.00000000,58,2,
STS.01.622.10000,277,2018-08-03,2.00000000,91,2,
STS0887510000,277,2018-08-03,1.00000000,74,2,
BC.TRS.00.108.2002,277,2018-08-03,1.00000000,144,2,
TRT.00.640.31100.B,277,2018-08-03,1.00000000,82,2,
TRE.00.640.507,277,2018-08-03,1.00000000,35,2,
BC.TRS.00.150.1000,277,2018-08-03,1.00000000,36,2,
ALK.00.165.16302,277,2018-08-03,1.00000000,21,2,
ALK.00.732.10200.B,277,2018-08-03,1.00000000,61,2,
GPT.00.152.400,277,2018-08-03,1.00000000,29,2,
GPT.01.151.15001.B,277,2018-08-03,1.00000000,135,2,
BC.TRS.00.202.1000,277,2018-08-03,1.00000000,124,2,
SBL.22.584.10000.B,277,2018-08-03,1.00000000,297,2,
SVL.00.505.10500.B,277,2018-08-03,1.00000000,74,2,
HPS.01.622.10000.B,277,2018-08-03,1.00000000,245,2,
4025066159796,221,2018-08-03,1.00000000,293,2,
TRT.00.640.30400B,277,2018-08-03,1.00000000,30,2,
MRA.08.047.R.8,221,2018-08-03,1.00000000,119,2,
MRA.07.024.VT.0,221,2018-08-03,1.00000000,180,2,
TRT.00.640.16000.B,277,2018-08-03,1.00000000,44,2,
MRA.4025066158829,221,2018-08-03,1.00000000,166,2,
SBL.07.783.10001B,277,2018-08-03,1.00000000,213,2,
BC.WPB.001.10001Y,277,2018-08-03,1.00000000,107,3,
STS.11.102.10100.S,277,2018-08-03,1.00000000,80,3,
MSS.11.484.10001.S,277,2018-08-03,1.00000000,336,3,
MRA.XCC.0_KIT,221,2018-08-03,1.00000000,219,3,
MRA.XCA.0,221,2018-08-03,1.00000000,,3,
MRA.XCC,221,2018-08-03,1.00000000,,3,
STS.08.810.10000.B,277,2018-08-03,1.00000000,63,2,
ALK.00.165.16502,277,2018-08-03,1.00000000,13,2,
HPR.00.220.006,277,2018-08-03,0E-8,0,2,
BC.WPB.00.018.10000,277,2018-08-03,1.00000000,78,2,
STP.07.590.10800.B,277,2018-08-03,1.00000000,208,2,
MRA.XCC.1,221,2018-08-03,1.00000000,,3,
MRA.XCC,221,2018-08-03,1.00000000,22,3,
MRA.XCA.1,221,2018-08-03,1.00000000,109,3,
BC.TRS.00.108.2002,277,2018-08-03,1.00000000,94,2,
ALK.00.165.16402,277,2018-08-03,2.00000000,30,2,
ALK.00.165.16502,277,2018-08-03,4.00000000,32,2,
ALK.00.165.30800.S,277,2018-08-03,1.00000000,59,2,
ALK.00.733.10000L.B,277,2018-08-03,1.00000000,321,2,
ALK.00.733.10000L.S,277,2018-08-03,1.00000000,309,2,
ALK.00.733.11000R.B,277,2018-08-03,1.00000000,309,2,
ALK.00.733.11000R.S,277,2018-08-03,1.00000000,296,2,
ALK.00.733.15000.B,277,2018-08-03,1.00000000,325,2,
ALK.TT.00,277,2018-08-03,1.00000000,33,2,
BC.ALK.00.732.10600.B,277,2018-08-03,1.00000000,16,2,
BC.HTA.00.401.10100R,277,2018-08-03,1.00000000,156,2,
BC.TRE.00.103.2000,277,2018-08-03,1.00000000,225,2,
BC.TRS.00.110.20002,277,2018-08-03,10.00000000,642,2,
BC.WPB.00.014.10000,277,2018-08-03,2.00000000,20,2,
BC.WPB.00.021.10000,277,2018-08-03,2.00000000,279,2,
BC.WPB.001.10001Y,277,2018-08-03,1.00000000,71,2,
BC.WPB.002.10001,277,2018-08-03,5.00000000,411,2,
BCK.GPS.00.010.100,277,2018-08-03,1.00000000,28,2,
FRS.07.011.80302.S,277,2018-08-03,1.00000000,46,2,
GPS.04.588.10000.B,277,2018-08-03,1.00000000,55,2,
GPS.08.646.10700.B,277,2018-08-03,1.00000000,55,2,
GPT.00.152.400,277,2018-08-03,1.00000000,28,2,
GPT.00.152.405,277,2018-08-03,3.00000000,83,2,
GPT.00.152.430,277,2018-08-03,2.00000000,91,2,
GPT.06.506.15000B,277,2018-08-03,2.00000000,275,2,
GPT.07.558.15000.B,277,2018-08-03,3.00000000,276,2,
GPT.07.558.20004.B,277,2018-08-03,1.00000000,87,2,
GPT.08.273.100.B,277,2018-08-03,1.00000000,119,2,
HPR.00.220.21800.B,277,2018-08-03,1.00000000,119,2,
HPS.07.201.10000.B,277,2018-08-03,1.00000000,138,2,
HPS.08.473.10100.B,277,2018-08-03,2.00000000,37,2,
HTA.00.401.15200,277,2018-08-03,1.00000000,55,2,
KFT.00.152.200,277,2018-08-03,3.00000000,55,2,
KFT.00.152.205,277,2018-08-03,2.00000000,37,2,
KFT.11.748.20000.B,277,2018-08-03,2.00000000,441,2,
LEH.00.039.22000.25.B,277,2018-08-03,2.00000000,91,2,
LEH.00.039.22000.30.B,277,2018-08-03,2.00000000,91,2,
LEH.00.039.23000.B,277,2018-08-03,1.00000000,69,2,
LEH.11.039.10201.S,277,2018-08-03,4.00000000,173,2,
MSS.07.560.10002.S,277,2018-08-03,1.00000000,193,2,
MSS.08.347.10000.B,277,2018-08-03,4.00000000,272,2,
SBL.01.331.10000.B,277,2018-08-03,3.00000000,406,2,
SBL.05.757.10000.B,277,2018-08-03,1.00000000,164,2,
STP.07.176.10000.B,277,2018-08-03,1.00000000,46,2,
STP.22.176.10300.B,277,2018-08-03,2.00000000,116,2,
STS.04.102.10100B,277,2018-08-03,2.00000000,91,2,
STS.06.525.10000,277,2018-08-03,1.00000000,46,2,
STS.07.102.10101.S,277,2018-08-03,1.00000000,41,2,
STS.08.518.10000,277,2018-08-03,1.00000000,36,2,
SVL.00.505.101,277,2018-08-03,2.00000000,91,2,
SVL.07.506.10000.B,277,2018-08-03,1.00000000,39,2,
TRT.00.640.11001.B,277,2018-08-03,2.00000000,56,2,
TRT0064030601B,277,2018-08-03,3.00000000,85,2,
WZX.00.014.10000.S,277,2018-08-03,1.00000000,83,2,
BCTRS0010420002,277,2018-08-03,1.00000000,136,2,
BC.WPB.00.002.10001.Y,277,2018-08-03,1.00000000,133,2,
MRA.4025066152001,221,2018-08-03,1.00000000,195,3,
MSS.01.151.10000,277,2018-08-03,1.00000000,214,2,
LEH.07.039.111S,277,2018-08-03,1.00000000,87,2,
SBL0487910000B,277,2018-08-03,1.00000000,224,3,
ALK.00.165.31200.B,277,2018-08-03,1.00000000,35,3,
LEH.07.039.12401.S,277,2018-06-28,1.00000000,172,2,
BC.TRS.00.110.20002,277,2018-08-03,1.00000000,104,2,
TRT.00.640.11001.B,277,2018-08-03,1.00000000,45,2,
BCTRS0010720002,277,2018-08-03,1.00000000,110,2,
TRT.00.640.11001.B,277,2018-08-03,1.00000000,29,2,
BC.WPB.010.10000,277,2018-08-03,2.00000000,173,3,
STS.08.518.10000,277,2018-08-03,1.00000000,42,3,
MSS.08.469.10001.S,277,2018-08-03,1.00000000,132,3,
SBL.08.297.10002,277,2018-08-03,1.00000000,167,3,
SE.00.064.01,277,2018-08-04,1.00000000,1,2,
HTA.22.577.11000,277,2018-08-04,1.00000000,40,2,
SBL.07.565.100,277,2018-08-04,1.00000000,313,2,
NSW.07.563.10001,277,2018-08-04,1.00000000,59,2,
GPT0189019000B,277,2018-08-04,0E-8,0,2,
GPT0015235100B,277,2018-08-04,1.00000000,1,2,
NSW0500410001B,277,2018-08-04,1.00000000,64,2,
EMA.00.107.12100,277,2018-08-04,1.00000000,23,2,
HEX.GS911USBOBD2,179,2018-08-04,1.00000000,209,2,
BCTRS0010720002,277,2018-08-04,1.00000000,170,2,
TRT.00.640.30400B,277,2018-08-04,1.00000000,46,2,
HTA.07.740.80800.B,277,2018-08-06,1.00000000,,2,
HTA.07.740.10800.B_KIT,277,2018-08-06,1.00000000,294,2,
BCHTA074011001B,277,2018-08-06,1.00000000,,2,
MSS0138110001B,277,2018-08-06,1.00000000,194,2,
